"","stock.id","species","stock","region","sub.region","broodyear","spawners","recruits","use","odd_even","logR_S"
"891",222,"Pink","N SEAK Outside","SEAK","SEAK",2001,5932160,7398788,1,"odd",0.220927806747036
"893",222,"Pink","N SEAK Outside","SEAK","SEAK",2003,5506903,11292515,1,"odd",0.718137720681663
"895",222,"Pink","N SEAK Outside","SEAK","SEAK",2005,6271490,10038371,1,"odd",0.470400884136998
"897",222,"Pink","N SEAK Outside","SEAK","SEAK",2007,5765000,5912584,1,"odd",0.0252778071842686
"902",223,"Pink","N SEAK Inside","SEAK","SEAK",1961,5142980,19905504,1,"odd",1.35336359839867
"904",223,"Pink","N SEAK Inside","SEAK","SEAK",1963,7304115,8948648,1,"odd",0.203064571457229
"906",223,"Pink","N SEAK Inside","SEAK","SEAK",1965,4402965,4681142,1,"odd",0.0612639196398177
"908",223,"Pink","N SEAK Inside","SEAK","SEAK",1967,2372728,7035923,1,"odd",1.08698853505377
"910",223,"Pink","N SEAK Inside","SEAK","SEAK",1969,3564400,8563571,1,"odd",0.876521539301999
"912",223,"Pink","N SEAK Inside","SEAK","SEAK",1971,5640305,5182151,1,"odd",-0.084717921018168
"914",223,"Pink","N SEAK Inside","SEAK","SEAK",1973,3557618,1537448,1,"odd",-0.838967320803908
"916",223,"Pink","N SEAK Inside","SEAK","SEAK",1975,1486515,4413971,1,"odd",1.08834028358597
"918",223,"Pink","N SEAK Inside","SEAK","SEAK",1977,4083868,8558649,1,"odd",0.739897772068436
"920",223,"Pink","N SEAK Inside","SEAK","SEAK",1979,6538365,7074903,1,"odd",0.0788665989740673
"922",223,"Pink","N SEAK Inside","SEAK","SEAK",1981,4447430,8808287,1,"odd",0.683366581649387
"924",223,"Pink","N SEAK Inside","SEAK","SEAK",1983,5307143,26463995,1,"odd",1.60673148087899
"926",223,"Pink","N SEAK Inside","SEAK","SEAK",1985,10873548,12183728,1,"odd",0.113768240164704
"928",223,"Pink","N SEAK Inside","SEAK","SEAK",1987,6977443,20096174,1,"odd",1.05784693140783
"930",223,"Pink","N SEAK Inside","SEAK","SEAK",1989,7371055,27237043,1,"odd",1.30701707793785
"932",223,"Pink","N SEAK Inside","SEAK","SEAK",1991,9187708,26396047,1,"odd",1.05534776035394
"934",223,"Pink","N SEAK Inside","SEAK","SEAK",1993,9386440,12765594,1,"odd",0.307487488497911
"936",223,"Pink","N SEAK Inside","SEAK","SEAK",1995,7925135,23293970,1,"odd",1.07815517447577
"938",223,"Pink","N SEAK Inside","SEAK","SEAK",1997,12469155,61411893,1,"odd",1.594345518699
"940",223,"Pink","N SEAK Inside","SEAK","SEAK",1999,25094123,26186616,1,"odd",0.0426147652537534
"942",223,"Pink","N SEAK Inside","SEAK","SEAK",2001,13178575,35144673,1,"odd",0.980880651405874
"944",223,"Pink","N SEAK Inside","SEAK","SEAK",2003,13847370,41940069,1,"odd",1.10814634777497
"946",223,"Pink","N SEAK Inside","SEAK","SEAK",2005,16703888,20600744,1,"odd",0.209685684951298
"948",223,"Pink","N SEAK Inside","SEAK","SEAK",2007,11854573,19358942,1,"odd",0.490440731283688
"1020",226,"Pink","PWS","PWS","PWS",1961,6304415,9182247,1,"odd",0.376021764315564
"1022",226,"Pink","PWS","PWS","PWS",1963,3886869,5258510,1,"odd",0.302243767440838
"1024",226,"Pink","PWS","PWS","PWS",1965,2798039,5041076,1,"odd",0.588700736686913
"1026",226,"Pink","PWS","PWS","PWS",1967,2414736,5988470,1,"odd",0.908245989432304
"1028",226,"Pink","PWS","PWS","PWS",1969,1159891,10500614,1,"odd",2.20310769645829
"1030",226,"Pink","PWS","PWS","PWS",1971,3189650,5568948,1,"odd",0.557294974251485
"1032",226,"Pink","PWS","PWS","PWS",1973,3512070,8081131,1,"odd",0.833326230747801
"1034",226,"Pink","PWS","PWS","PWS",1975,3628326,8649844,1,"odd",0.868769901212717
"1036",226,"Pink","PWS","PWS","PWS",1977,4351110,22753414,1,"odd",1.65428421510882
"1038",226,"Pink","PWS","PWS","PWS",1979,8319888,23613324,1,"odd",1.04316233578548
"1040",226,"Pink","PWS","PWS","PWS",1981,6210777,15307092,1,"odd",0.9020302415222
"1042",226,"Pink","PWS","PWS","PWS",1983,5742850,24321751,1,"odd",1.44341545007368
"1044",226,"Pink","PWS","PWS","PWS",1985,6731643,15628835,1,"odd",0.842298360887623
"1046",226,"Pink","PWS","PWS","PWS",1987,3934108,7046989,1,"odd",0.582916260831633
"1048",226,"Pink","PWS","PWS","PWS",1989,3536915,10766782,1,"odd",1.11321077530811
"1050",226,"Pink","PWS","PWS","PWS",1991,4947798,3532463,1,"odd",-0.336947267768055
"1052",226,"Pink","PWS","PWS","PWS",1993,3055161,6156249,1,"odd",0.700635371775766
"1054",226,"Pink","PWS","PWS","PWS",1995,3412225,5244801,1,"odd",0.429872729049136
"1056",226,"Pink","PWS","PWS","PWS",1997,4078807,14003294,1,"odd",1.2334880439567
"1058",226,"Pink","PWS","PWS","PWS",1999,7060958,12589343,1,"odd",0.578269926070839
"1060",226,"Pink","PWS","PWS","PWS",2001,5735052,12659282,1,"odd",0.79179388337582
"1062",226,"Pink","PWS","PWS","PWS",2003,8161502,25874686,1,"odd",1.15383689558128
"1064",226,"Pink","PWS","PWS","PWS",2005,13578314,14344498,1,"odd",0.0548924927928129
"1066",226,"Pink","PWS","PWS","PWS",2007,4326643,6240186,1,"odd",0.366218036990305
"1068",226,"Pink","PWS","PWS","PWS",2009,5245478,16975186,1,"odd",1.17438625856536
"1350",235,"Pink","Chignik Bay","Chignik","Chignik",1963,20700,42500,1,"odd",0.719370375659048
"1352",235,"Pink","Chignik Bay","Chignik","Chignik",1965,11000,33100,1,"odd",1.10163800958465
"1354",235,"Pink","Chignik Bay","Chignik","Chignik",1967,5700,41200,1,"odd",1.97797208151498
"1356",235,"Pink","Chignik Bay","Chignik","Chignik",1969,11700,70800,1,"odd",1.80027015889596
"1358",235,"Pink","Chignik Bay","Chignik","Chignik",1971,5500,24900,1,"odd",1.51011971123224
"1360",235,"Pink","Chignik Bay","Chignik","Chignik",1973,2200,28600,1,"odd",2.56494935746154
"1362",235,"Pink","Chignik Bay","Chignik","Chignik",1975,1200,63900,1,"odd",3.97499780458953
"1364",235,"Pink","Chignik Bay","Chignik","Chignik",1977,3000,313600,1,"odd",4.64950599980814
"1366",235,"Pink","Chignik Bay","Chignik","Chignik",1979,1200,122780,1,"odd",4.6280725792054
"1368",235,"Pink","Chignik Bay","Chignik","Chignik",1981,1400,28284,1,"odd",3.00582403712078
"1376",235,"Pink","Chignik Bay","Chignik","Chignik",1989,13500,88363,1,"odd",1.87876364454566
"1378",235,"Pink","Chignik Bay","Chignik","Chignik",1991,12200,57909,1,"odd",1.55743686117464
"1380",235,"Pink","Chignik Bay","Chignik","Chignik",1993,2000,287439,1,"odd",4.96786348325235
"1382",235,"Pink","Chignik Bay","Chignik","Chignik",1995,180500,98861,1,"odd",-0.602015954630696
"1384",235,"Pink","Chignik Bay","Chignik","Chignik",1997,59400,96301,1,"odd",0.483184476597557
"1386",235,"Pink","Chignik Bay","Chignik","Chignik",1999,37300,94842,1,"odd",0.933219022473543
"1388",235,"Pink","Chignik Bay","Chignik","Chignik",2001,19700,199939,1,"odd",2.31739368428213
"1390",235,"Pink","Chignik Bay","Chignik","Chignik",2003,143897,231438,1,"odd",0.475214253216952
"1392",235,"Pink","Chignik Bay","Chignik","Chignik",2005,160000,250134,1,"odd",0.446822959031729
"1394",235,"Pink","Chignik Bay","Chignik","Chignik",2007,62464,106542,1,"odd",0.533948882814125
"1396",235,"Pink","Chignik Bay","Chignik","Chignik",2009,28973,63055,1,"odd",0.777642999585929
"1402",236,"Pink","Central Chig","Chignik","Chignik",1963,92600,135300,1,"odd",0.379205393524609
"1404",236,"Pink","Central Chig","Chignik","Chignik",1965,65800,44500,1,"odd",-0.391130649159077
"1406",236,"Pink","Central Chig","Chignik","Chignik",1967,18500,71000,1,"odd",1.34490914495704
"1408",236,"Pink","Central Chig","Chignik","Chignik",1969,69600,95300,1,"odd",0.314265243319782
"1410",236,"Pink","Central Chig","Chignik","Chignik",1971,74800,50500,1,"odd",-0.392844548699117
"1412",236,"Pink","Central Chig","Chignik","Chignik",1973,50200,57700,1,"odd",0.13924214681637
"1414",236,"Pink","Central Chig","Chignik","Chignik",1975,26400,319900,1,"odd",2.4946444368032
"1416",236,"Pink","Central Chig","Chignik","Chignik",1977,199900,581400,1,"odd",1.06762174661842
"1418",236,"Pink","Central Chig","Chignik","Chignik",1979,297000,286523,1,"odd",-0.0359133266379987
"1420",236,"Pink","Central Chig","Chignik","Chignik",1981,76500,18861,1,"odd",-1.40019444276346
"1422",236,"Pink","Central Chig","Chignik","Chignik",1983,11000,23487,1,"odd",0.758551803795516
"1424",236,"Pink","Central Chig","Chignik","Chignik",1985,7400,73469,1,"odd",2.29538354833175
"1426",236,"Pink","Central Chig","Chignik","Chignik",1987,65700,215021,1,"odd",1.18563677228587
"1428",236,"Pink","Central Chig","Chignik","Chignik",1989,215000,375067,1,"odd",0.556466648550427
"1430",236,"Pink","Central Chig","Chignik","Chignik",1991,201100,365937,1,"odd",0.598658890658953
"1432",236,"Pink","Central Chig","Chignik","Chignik",1993,160900,1185245,1,"odd",1.99692172925569
"1434",236,"Pink","Central Chig","Chignik","Chignik",1995,715500,1198175,1,"odd",0.515573245805371
"1436",236,"Pink","Central Chig","Chignik","Chignik",1997,594600,1038508,1,"odd",0.557651436140891
"1438",236,"Pink","Central Chig","Chignik","Chignik",1999,374300,1101838,1,"odd",1.07967735855147
"1440",236,"Pink","Central Chig","Chignik","Chignik",2001,460400,665246,1,"odd",0.368061220214843
"1442",236,"Pink","Central Chig","Chignik","Chignik",2003,576510,572891,1,"odd",-0.00629721386922368
"1444",236,"Pink","Central Chig","Chignik","Chignik",2005,473400,904721,1,"odd",0.647685911796928
"1446",236,"Pink","Central Chig","Chignik","Chignik",2007,291800,447785,1,"odd",0.428244570418011
"1448",236,"Pink","Central Chig","Chignik","Chignik",2009,130700,448807,1,"odd",1.23368833060463
"1454",237,"Pink","E Chig","Chignik","Chignik",1963,126200,90500,1,"odd",-0.332518099401232
"1456",237,"Pink","E Chig","Chignik","Chignik",1965,64800,78700,1,"odd",0.194337552065128
"1458",237,"Pink","E Chig","Chignik","Chignik",1967,56100,47700,1,"odd",-0.162204414634355
"1460",237,"Pink","E Chig","Chignik","Chignik",1969,46000,52000,1,"odd",0.122602322092332
"1462",237,"Pink","E Chig","Chignik","Chignik",1971,23000,15300,1,"odd",-0.40764138753076
"1464",237,"Pink","E Chig","Chignik","Chignik",1973,12800,23500,1,"odd",0.607555250224542
"1466",237,"Pink","E Chig","Chignik","Chignik",1975,23500,76200,1,"odd",1.17636104154249
"1468",237,"Pink","E Chig","Chignik","Chignik",1977,76000,486700,1,"odd",1.85691457655308
"1470",237,"Pink","E Chig","Chignik","Chignik",1979,194300,327993,1,"odd",0.523588910309602
"1472",237,"Pink","E Chig","Chignik","Chignik",1981,154700,54117,1,"odd",-1.05033938818537
"1474",237,"Pink","E Chig","Chignik","Chignik",1983,46300,218670,1,"odd",1.55242178297004
"1476",237,"Pink","E Chig","Chignik","Chignik",1985,212100,217679,1,"odd",0.0259636389945005
"1478",237,"Pink","E Chig","Chignik","Chignik",1987,215600,881000,1,"odd",1.40763278690134
"1480",237,"Pink","E Chig","Chignik","Chignik",1989,881000,152979,1,"odd",-1.75075696886602
"1482",237,"Pink","E Chig","Chignik","Chignik",1991,125000,577455,1,"odd",1.53031677997964
"1484",237,"Pink","E Chig","Chignik","Chignik",1993,524700,1407872,1,"odd",0.987007952801931
"1486",237,"Pink","E Chig","Chignik","Chignik",1995,1399300,1360047,1,"odd",-0.0284528536051829
"1488",237,"Pink","E Chig","Chignik","Chignik",1997,1287700,655671,1,"odd",-0.674953821531315
"1490",237,"Pink","E Chig","Chignik","Chignik",1999,615100,1567638,1,"odd",0.935540450695123
"1492",237,"Pink","E Chig","Chignik","Chignik",2001,1470200,1408327,1,"odd",-0.0429959708683546
"1494",237,"Pink","E Chig","Chignik","Chignik",2003,1408060,512371,1,"odd",-1.01091917743453
"1496",237,"Pink","E Chig","Chignik","Chignik",2005,512350,609179,1,"odd",0.173104163743175
"1498",237,"Pink","E Chig","Chignik","Chignik",2007,565800,738631,1,"odd",0.266557813967274
"1500",237,"Pink","E Chig","Chignik","Chignik",2009,462840,558288,1,"odd",0.187493536256656
"1506",238,"Pink","W Chig","Chignik","Chignik",1963,305000,497600,1,"odd",0.489484764817558
"1508",238,"Pink","W Chig","Chignik","Chignik",1965,152000,131500,1,"odd",-0.144873669228457
"1510",238,"Pink","W Chig","Chignik","Chignik",1967,104400,907000,1,"odd",2.1619127746666
"1512",238,"Pink","W Chig","Chignik","Chignik",1969,422000,554200,1,"odd",0.272520318392866
"1514",238,"Pink","W Chig","Chignik","Chignik",1971,268800,62400,1,"odd",-1.46040233327361
"1516",238,"Pink","W Chig","Chignik","Chignik",1973,62400,149100,1,"odd",0.871051946395311
"1518",238,"Pink","W Chig","Chignik","Chignik",1975,141700,734500,1,"odd",1.6454778489173
"1520",238,"Pink","W Chig","Chignik","Chignik",1977,355500,929600,1,"odd",0.961229136854351
"1522",238,"Pink","W Chig","Chignik","Chignik",1979,185000,682905,1,"odd",1.30599993257813
"1524",238,"Pink","W Chig","Chignik","Chignik",1981,249300,200338,1,"odd",-0.218651050424576
"1526",238,"Pink","W Chig","Chignik","Chignik",1983,36000,148077,1,"odd",1.41421347028462
"1528",238,"Pink","W Chig","Chignik","Chignik",1985,67500,226001,1,"odd",1.20841182616277
"1530",238,"Pink","W Chig","Chignik","Chignik",1987,38300,57900,1,"odd",0.413267488392349
"1532",238,"Pink","W Chig","Chignik","Chignik",1989,57900,516064,1,"odd",2.18751340421916
"1534",238,"Pink","W Chig","Chignik","Chignik",1991,96800,731405,1,"odd",2.02232034761392
"1536",238,"Pink","W Chig","Chignik","Chignik",1993,45800,1346418,1,"odd",3.38091892065105
"1538",238,"Pink","W Chig","Chignik","Chignik",1995,554700,424303,1,"odd",-0.267979604408898
"1540",238,"Pink","W Chig","Chignik","Chignik",1997,306300,909311,1,"odd",1.08812215603761
"1542",238,"Pink","W Chig","Chignik","Chignik",1999,137900,687537,1,"odd",1.60658686147514
"1544",238,"Pink","W Chig","Chignik","Chignik",2001,263000,443889,1,"odd",0.523420498999251
"1546",238,"Pink","W Chig","Chignik","Chignik",2003,117650,278452,1,"odd",0.861531577454576
"1548",238,"Pink","W Chig","Chignik","Chignik",2005,257500,1265331,1,"odd",1.59206930690985
"1550",238,"Pink","W Chig","Chignik","Chignik",2007,113000,841990,1,"odd",2.0083803189749
"1552",238,"Pink","W Chig","Chignik","Chignik",2009,130100,455001,1,"odd",1.25199623123227
"1558",239,"Pink","Perryville","Chignik","Chignik",1963,162000,726800,1,"odd",1.50105500128963
"1560",239,"Pink","Perryville","Chignik","Chignik",1965,82000,160500,1,"odd",0.671574695305817
"1562",239,"Pink","Perryville","Chignik","Chignik",1967,155300,1480800,1,"odd",2.25497903110465
"1564",239,"Pink","Perryville","Chignik","Chignik",1969,218600,257100,1,"odd",0.162221538529406
"1566",239,"Pink","Perryville","Chignik","Chignik",1971,45000,31500,1,"odd",-0.356674943938732
"1568",239,"Pink","Perryville","Chignik","Chignik",1973,31500,45300,1,"odd",0.363319486657401
"1570",239,"Pink","Perryville","Chignik","Chignik",1975,45300,160000,1,"odd",1.26186678274484
"1572",239,"Pink","Perryville","Chignik","Chignik",1977,115400,452700,1,"odd",1.36682530036791
"1574",239,"Pink","Perryville","Chignik","Chignik",1979,181300,340312,1,"odd",0.629709726127562
"1576",239,"Pink","Perryville","Chignik","Chignik",1981,116000,178378,1,"odd",0.430314703049557
"1578",239,"Pink","Perryville","Chignik","Chignik",1983,64500,277665,1,"odd",1.45975012727803
"1580",239,"Pink","Perryville","Chignik","Chignik",1985,235200,101039,1,"odd",-0.84492963510168
"1582",239,"Pink","Perryville","Chignik","Chignik",1987,65700,267400,1,"odd",1.40364673917728
"1584",239,"Pink","Perryville","Chignik","Chignik",1989,267400,815375,1,"odd",1.11490246544842
"1586",239,"Pink","Perryville","Chignik","Chignik",1991,343500,1097471,1,"odd",1.16157660924761
"1588",239,"Pink","Perryville","Chignik","Chignik",1993,448400,1263124,1,"odd",1.03565760527228
"1590",239,"Pink","Perryville","Chignik","Chignik",1995,582100,232545,1,"odd",-0.917558499591255
"1592",239,"Pink","Perryville","Chignik","Chignik",1997,221500,343160,1,"odd",0.437774221219574
"1594",239,"Pink","Perryville","Chignik","Chignik",1999,179700,193412,1,"odd",0.0735338348746134
"1596",239,"Pink","Perryville","Chignik","Chignik",2001,150200,130854,1,"odd",-0.13788554146689
"1598",239,"Pink","Perryville","Chignik","Chignik",2003,99500,190743,1,"odd",0.650769328078952
"1600",239,"Pink","Perryville","Chignik","Chignik",2005,188600,207447,1,"odd",0.0952475151589742
"1602",239,"Pink","Perryville","Chignik","Chignik",2007,184000,142454,1,"odd",-0.255916617031225
"1604",239,"Pink","Perryville","Chignik","Chignik",2009,116450,366263,1,"odd",1.14588965825154
"1608",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1963,886500,3121300,1,"odd",1.25872373517448
"1610",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1965,789900,380400,1,"odd",-0.730683024499138
"1612",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1967,327300,2769000,1,"odd",2.13536434166383
"1614",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1969,1906200,1699982,1,"odd",-0.114494068750568
"1616",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1971,488000,122248,1,"odd",-1.38426363755019
"1618",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1973,85700,387852,1,"odd",1.50977099795257
"1620",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1975,357800,3332005,1,"odd",2.23135533281123
"1622",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1977,2168500,6964648,1,"odd",1.16681138325506
"1624",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1979,2125100,6071419,1,"odd",1.04977349031055
"1626",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1981,1875000,2884632,1,"odd",0.430788676075866
"1628",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1983,639200,4553351,1,"odd",1.96340132993851
"1630",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1985,1229300,2447836,1,"odd",0.688759467250707
"1632",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1987,1304400,6758046,1,"odd",1.64499063008346
"1634",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1989,1179300,9799100,1,"odd",2.11736950261079
"1636",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1991,2268400,9722753,1,"odd",1.45539407166511
"1638",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1993,2232200,15767364,1,"odd",1.95495458794207
"1640",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1995,4404450,4849767,1,"odd",0.0963152690813194
"1642",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1997,4021375,10265462,1,"odd",0.937161172814832
"1644",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",1999,3363080,4785628,1,"odd",0.352760039002956
"1646",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",2001,2040120,6643254,1,"odd",1.1805932740335
"1648",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",2003,3674120,9914090,1,"odd",0.992643329420217
"1650",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",2005,4271270,6980959,1,"odd",0.491275092980528
"1652",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",2007,1805873,5403117,1,"odd",1.09593187789335
"1654",240,"Pink","SE-SC AKPen","AK Peninsula","AK Peninsula",2009,1669900,5757375,1,"odd",1.23771789726879
"1658",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1963,431400,720200,1,"odd",0.512493217259719
"1660",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1965,245500,122400,1,"odd",-0.69600257715635
"1662",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1967,118200,834000,1,"odd",1.95385529738675
"1664",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1969,568700,428509,1,"odd",-0.283041312994906
"1666",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1971,214700,27173,1,"odd",-2.06701787164198
"1668",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1973,25100,219643,1,"odd",2.16913565489391
"1670",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1975,194300,789045,1,"odd",1.40141999705662
"1672",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1977,509300,2074953,1,"odd",1.4046565479153
"1674",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1979,504400,817159,1,"odd",0.482464086277389
"1676",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1981,431800,738315,1,"odd",0.536408044722358
"1678",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1983,212000,1384850,1,"odd",1.87676083483511
"1680",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1985,384500,284238,1,"odd",-0.302131873565028
"1682",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1987,236100,2202749,1,"odd",2.23320596067729
"1684",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1989,691600,3125159,1,"odd",1.50823268706702
"1686",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1991,678400,3111334,1,"odd",1.52306976763434
"1688",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1993,757900,6762894,1,"odd",2.18865473311646
"1690",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1995,2001850,2091497,1,"odd",0.0438083245107659
"1692",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1997,1221900,3162652,1,"odd",0.951003891799405
"1694",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",1999,1652230,2152314,1,"odd",0.264417651846806
"1696",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",2001,925016,2908340,1,"odd",1.14552671600338
"1698",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",2003,1837100,4012782,1,"odd",0.781296525027662
"1700",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",2005,1894364,1583116,1,"odd",-0.179488105349509
"1702",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",2007,874340,3336417,1,"odd",1.33918343964006
"1704",241,"Pink","SW-Unimak","AK Peninsula","AK Peninsula",2009,1397100,1018590,1,"odd",-0.315979341650554
"1708",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1963,4400,2900,1,"odd",-0.416893803931787
"1710",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1965,900,1000,1,"odd",0.105360515657826
"1712",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1967,700,4400,1,"odd",1.83827948486295
"1714",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1969,4400,8776,1,"odd",0.690416182048714
"1716",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1971,8500,234,1,"odd",-3.59250032712071
"1718",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1973,200,609,1,"odd",1.11350090116186
"1720",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1975,600,6400,1,"odd",2.36712361413162
"1722",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1977,6400,12677,1,"odd",0.683491337590963
"1724",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1979,9300,14763,1,"odd",0.462109650392741
"1726",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1981,5700,5218,1,"odd",-0.0883519881259678
"1728",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1983,3900,3352,1,"odd",-0.151419370515764
"1730",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1985,1400,1946,1,"odd",0.3293037471426
"1732",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1987,1100,5095,1,"odd",1.53294948687036
"1734",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1989,1900,4609,1,"odd",0.886157027565976
"1736",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1991,1200,756,1,"odd",-0.462035459596559
"1738",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1993,700,6584,1,"odd",2.2413174073135
"1740",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1995,5200,9936,1,"odd",0.647505899603741
"1742",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1997,4800,15672,1,"odd",1.18325976272839
"1744",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",1999,14500,11057,1,"odd",-0.271084937866264
"1746",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",2001,6900,1504,1,"odd",-1.52339318607557
"1748",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",2003,800,10686,1,"odd",2.59207802484979
"1750",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",2005,8738,152767,1,"odd",2.86123255429222
"1752",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",2007,15750,349253,1,"odd",3.0989562226639
"1754",242,"Pink","NW AKPen","AK Peninsula","AK Peninsula",2009,74400,110895,1,"odd",0.399127865838127
"1757",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1958,4000000,400000,1,"even",-2.30258509299405
"1759",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1960,100000,1380438,1,"even",2.62498593310954
"1761",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1962,500014,2406317,1,"even",1.5712165437741
"1763",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1964,908500,3779490,1,"even",1.42554947103988
"1765",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1966,1442424,3866266,1,"even",0.985964151681906
"1767",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1968,2161116,570414,1,"even",-1.33201762094021
"1769",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1970,152580,126489,1,"even",-0.187533700797185
"1771",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1972,58536,945929,1,"even",2.78252556379942
"1773",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1974,532316,1575868,1,"even",1.08532421260008
"1775",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1976,836278,13510120,1,"even",2.78223321953213
"1777",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1978,9161784,4952291,1,"even",-0.61519062175668
"1779",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1980,2749746,2950498,1,"even",0.070465425887312
"1781",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1982,1611226,5960515,1,"even",1.30816150684748
"1783",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1984,2833362,339306,1,"even",-2.12231691630638
"1785",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1986,72189,738500,1,"even",2.32533342225043
"1787",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1988,494610,855557,1,"even",0.547983145574622
"1789",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1990,801430,378777,1,"even",-0.749449990579549
"1791",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1992,188675,199109,1,"even",0.0538264552929441
"1793",243,"Pink","Nushagak","Bristol Bay","Bristol Bay",1994,191772,823993,1,"even",1.45785486833678
