"","stock.id","species","stock","region","useflag","broodyear","spawners","r2","r3","r4","r5","r6","r7","recruits","logR_S"
"711",112,"Coho","Situk River","Southeast",1,1986,4216,NA,34923,20480,7691,NA,NA,63094,2.7057388666238
"712",112,"Coho","Situk River","Southeast",1,1987,2667,NA,22287,61526,9040,NA,NA,92853,3.55006335225458
"713",112,"Coho","Situk River","Southeast",1,1988,14667,NA,52736,84975,11432,NA,NA,149143,2.3193055049766
"714",112,"Coho","Situk River","Southeast",0,1989,5200,NA,86783,107462,NA,NA,NA,194245,3.62046162330335
"715",112,"Coho","Situk River","Southeast",0,1990,2173,NA,109749,NA,NA,NA,NA,109749,3.92208723902217
"724",113,"Coho","Tsiu River","Southeast",1,1973,30000,NA,17468,19809,5379,NA,NA,42656,0.351970562334143
"725",113,"Coho","Tsiu River","Southeast",1,1974,15000,NA,15999,46619,4125,NA,NA,66743,1.49279922176516
"726",113,"Coho","Tsiu River","Southeast",1,1975,8150,NA,37654,35749,3326,NA,NA,76729,2.24226180613977
"727",113,"Coho","Tsiu River","Southeast",1,1976,30000,NA,28874,28825,3562,NA,NA,61261,0.713946043474732
"728",113,"Coho","Tsiu River","Southeast",1,1977,25000,NA,23281,30871,4641,NA,NA,58793,0.855146975330603
"729",113,"Coho","Tsiu River","Southeast",1,1978,40000,NA,24935,61498,937,NA,NA,87370,0.781272520196067
"730",113,"Coho","Tsiu River","Southeast",1,1979,25000,NA,49895,22020,0,NA,NA,71915,1.05660904118765
"731",113,"Coho","Tsiu River","Southeast",1,1980,18000,NA,23895,26839,7478,NA,NA,58212,1.17371976115492
"732",113,"Coho","Tsiu River","Southeast",1,1981,20000,NA,72564,82263,3850,NA,NA,158677,2.07113841593913
"733",113,"Coho","Tsiu River","Southeast",1,1982,40000,NA,59828,20531,9188,NA,NA,89547,0.805884172994098
"734",113,"Coho","Tsiu River","Southeast",1,1983,16500,NA,18392,36139,10657,NA,NA,65188,1.37391502200721
"735",113,"Coho","Tsiu River","Southeast",1,1984,30000,NA,15926,54107,7868,NA,NA,77901,0.954241408102629
"736",113,"Coho","Tsiu River","Southeast",1,1985,52350,NA,17216,53949,2882,NA,NA,74047,0.346748089409802
"737",113,"Coho","Tsiu River","Southeast",1,1986,14100,NA,50577,35734,1167,NA,NA,87478,1.82521253579456
"738",113,"Coho","Tsiu River","Southeast",1,1987,8500,NA,19020,33830,5453,NA,NA,58303,1.92558738651225
"739",113,"Coho","Tsiu River","Southeast",1,1988,16000,NA,23331,66805,5426,NA,NA,95562,1.78718652925792
"740",113,"Coho","Tsiu River","Southeast",0,1989,38000,NA,64078,47023,NA,NA,NA,111101,1.07285353777878
"741",113,"Coho","Tsiu River","Southeast",0,1990,16800,NA,37980,NA,NA,NA,NA,37980,0.815680818974927
"750",113,"Coho","Tsiu River","Southeast",1,1973,120000,NA,55268,58809,12579,NA,NA,126656,0.0539830071980546
"751",113,"Coho","Tsiu River","Southeast",1,1974,60000,NA,47499,109019,8625,NA,NA,165143,1.01246720300644
"752",113,"Coho","Tsiu River","Southeast",1,1975,32600,NA,88054,74749,6526,NA,NA,169329,1.64753127965909
"753",113,"Coho","Tsiu River","Southeast",1,1976,120000,NA,60374,56905,7162,NA,NA,124441,0.0363399652163875
"754",113,"Coho","Tsiu River","Southeast",1,1977,100000,NA,45961,62071,9441,NA,NA,117473,0.161038333956948
"755",113,"Coho","Tsiu River","Southeast",1,1978,160000,NA,50135,125098,1927,NA,NA,177160,0.101879463821171
"756",113,"Coho","Tsiu River","Southeast",1,1979,100000,NA,101495,45285,0,NA,NA,146780,0.383764681128825
"757",113,"Coho","Tsiu River","Southeast",1,1980,72000,NA,49140,51139,15331,NA,NA,115610,0.473556338671175
"758",113,"Coho","Tsiu River","Southeast",1,1981,80000,NA,138264,168640,7657,NA,NA,314561,1.36915138132361
"759",113,"Coho","Tsiu River","Southeast",1,1982,160000,NA,122648,40835,13013,NA,NA,176496,0.0981243979931989
"760",113,"Coho","Tsiu River","Southeast",1,1983,66000,NA,36581,51184,16897,NA,NA,104662,0.461081368232472
"761",113,"Coho","Tsiu River","Southeast",1,1984,120000,NA,22556,85787,15848,NA,NA,124191,0.0343289603235909
"762",113,"Coho","Tsiu River","Southeast",1,1985,209400,NA,27296,108669,5402,NA,NA,141367,-0.392886952692332
"763",113,"Coho","Tsiu River","Southeast",1,1986,56400,NA,101877,66982,2163,NA,NA,171022,1.10932304469407
"764",113,"Coho","Tsiu River","Southeast",1,1987,34000,NA,35652,62714,9377,NA,NA,107743,1.15338823706015
"765",113,"Coho","Tsiu River","Southeast",1,1988,64000,NA,43251,114874,8576,NA,NA,166701,0.957318705179324
"766",113,"Coho","Tsiu River","Southeast",0,1989,152000,NA,110185,74323,NA,NA,NA,184508,0.193812302127873
"767",113,"Coho","Tsiu River","Southeast",0,1990,67200,NA,60030,NA,NA,NA,NA,60030,-0.112828810265352
"776",113,"Coho","Tsiu River","Southeast",1,1973,60000,NA,30068,32809,7779,NA,NA,70656,0.163478468992475
"777",113,"Coho","Tsiu River","Southeast",1,1974,30000,NA,26499,67419,5625,NA,NA,99543,1.19939232995183
"778",113,"Coho","Tsiu River","Southeast",1,1975,16300,NA,54454,48749,4406,NA,NA,107609,1.88733917953975
"779",113,"Coho","Tsiu River","Southeast",1,1976,60000,NA,39374,38185,4762,NA,NA,82321,0.31628167694614
"780",113,"Coho","Tsiu River","Southeast",1,1977,50000,NA,30841,41271,6241,NA,NA,78353,0.449201252366441
"781",113,"Coho","Tsiu River","Southeast",1,1978,80000,NA,33335,82698,1267,NA,NA,117300,0.382708120985548
"782",113,"Coho","Tsiu River","Southeast",1,1979,50000,NA,67095,29775,0,NA,NA,96870,0.661346868010148
"783",113,"Coho","Tsiu River","Southeast",1,1980,36000,NA,32310,34939,10096,NA,NA,77345,0.764756995232518
"784",113,"Coho","Tsiu River","Southeast",1,1981,40000,NA,94464,111055,5119,NA,NA,210638,1.66126156615627
"785",113,"Coho","Tsiu River","Southeast",1,1982,80000,NA,80768,27299,10463,NA,NA,118530,0.393139458417527
"786",113,"Coho","Tsiu River","Southeast",1,1983,33000,NA,24455,41154,12737,NA,NA,78346,0.864627353064849
"787",113,"Coho","Tsiu River","Southeast",1,1984,60000,NA,18136,64667,10528,NA,NA,93331,0.441807751966534
"788",113,"Coho","Tsiu River","Southeast",1,1985,104700,NA,20576,72189,3722,NA,NA,96487,-0.0816908336323418
"789",113,"Coho","Tsiu River","Southeast",1,1986,28200,NA,67677,46150,1499,NA,NA,115326,1.40844092260898
"790",113,"Coho","Tsiu River","Southeast",1,1987,17000,NA,24564,43458,6761,NA,NA,74783,1.48137724236658
"791",113,"Coho","Tsiu River","Southeast",1,1988,32000,NA,29971,82828,6476,NA,NA,119275,1.31569584860244
"792",113,"Coho","Tsiu River","Southeast",0,1989,76000,NA,79447,56123,NA,NA,NA,135570,0.578754771804967
"793",113,"Coho","Tsiu River","Southeast",0,1990,33600,NA,45330,NA,NA,NA,NA,45330,0.299442997983599
"802",113,"Coho","Tsiu River","Southeast",1,1973,40000,NA,21668,24142,6179,NA,NA,51989,0.262152703628536
"803",113,"Coho","Tsiu River","Southeast",1,1974,20000,NA,19499,53552,4625,NA,NA,77676,1.35681405579738
"804",113,"Coho","Tsiu River","Southeast",1,1975,10867,NA,43254,40082,3686,NA,NA,87022,2.08043028616996
"805",113,"Coho","Tsiu River","Southeast",1,1976,40000,NA,32374,31945,3962,NA,NA,68281,0.534752089282094
"806",113,"Coho","Tsiu River","Southeast",1,1977,33333,NA,25801,34338,5175,NA,NA,65314,0.6726585111326
"807",113,"Coho","Tsiu River","Southeast",1,1978,53333,NA,27735,68565,1047,NA,NA,97347,0.601726638156194
"808",113,"Coho","Tsiu River","Southeast",1,1979,33333,NA,55628,24605,0,NA,NA,80233,0.878387004293074
"809",113,"Coho","Tsiu River","Southeast",1,1980,24000,NA,26700,29539,8351,NA,NA,64590,0.990005769696436
"810",113,"Coho","Tsiu River","Southeast",1,1981,26667,NA,79864,91860,4273,NA,NA,175997,1.88704010351068
"811",113,"Coho","Tsiu River","Southeast",1,1982,53333,NA,66808,22787,9613,NA,NA,99208,0.620663379654285
"812",113,"Coho","Tsiu River","Southeast",1,1983,22000,NA,20413,37810,11351,NA,NA,69574,1.15134848097155
"813",113,"Coho","Tsiu River","Southeast",1,1984,40000,NA,16662,57627,8754,NA,NA,83043,0.730479091818702
"814",113,"Coho","Tsiu River","Southeast",1,1985,69800,NA,18336,60029,3162,NA,NA,81527,0.155300243958182
"815",113,"Coho","Tsiu River","Southeast",1,1986,18800,NA,56277,39206,1277,NA,NA,96760,1.63837681590592
"816",113,"Coho","Tsiu River","Southeast",1,1987,11333,NA,20868,37039,5889,NA,NA,63796,1.7279716687097
"817",113,"Coho","Tsiu River","Southeast",1,1988,21333,NA,25544,72146,5776,NA,NA,103466,1.57898788675174
"818",113,"Coho","Tsiu River","Southeast",0,1989,50667,NA,69201,50056,NA,NA,NA,119257,0.85600601715141
"819",113,"Coho","Tsiu River","Southeast",0,1990,22400,NA,40430,NA,NA,NA,NA,40430,0.590511124791685
